cardName,cardNumber,cardRarity,cardSubType,cleanName,finishType,marketPrice,setEra,setName,source_file,stage,supertype
Rolycoly (Dusk Ball),118/217,Common,Fighting,Rolycoly (Dusk Ball),Reverse Holofoil,0.16,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Carkol (Dusk Ball),119/217,Common,Fighting,Carkol (Dusk Ball),Reverse Holofoil,0.14,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon
Coalossal (Dusk Ball),120/217,Rare,Fighting,Coalossal (Dusk Ball),Reverse Holofoil,0.25,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 2,Pokemon
Okidogi (Friend Ball),122/217,Rare,Fighting,Okidogi (Friend Ball),Reverse Holofoil,0.14,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Gastly (Dusk Ball),123/217,Common,Darkness,Gastly (Dusk Ball),Reverse Holofoil,0.33,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Haunter (Dusk Ball),124/217,Uncommon,Darkness,Haunter (Dusk Ball),Reverse Holofoil,0.35,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon
Team Rocket's Murkrow (Team Rocket),126/217,Common,Darkness,Murkrow (Team Rocket),Reverse Holofoil,0.84,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Team Rocket's Honchkrow (Team Rocket),127/217,Rare,Darkness,Honchkrow (Team Rocket),Reverse Holofoil,3.19,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon
Poochyena (Dusk Ball),128/217,Common,Darkness,Poochyena (Dusk Ball),Reverse Holofoil,0.28,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Mightyena - 129/217 (Dusk Ball),129/217,Uncommon,Darkness,Mightyena - 129/217 (Dusk Ball),Reverse Holofoil,0.3,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon
Galarian Zigzagoon (Dusk Ball),130/217,Common,Darkness,Galarian Zigzagoon (Dusk Ball),Reverse Holofoil,0.25,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Galarian Linoone (Dusk Ball),131/217,Common,Darkness,Galarian Linoone (Dusk Ball),Reverse Holofoil,0.26,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon
Galarian Obstagoon - 132/217 (Dusk Ball),132/217,Uncommon,Darkness,Galarian Obstagoon - 132/217 (Dusk Ball),Reverse Holofoil,0.29,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 2,Pokemon
Cynthia's Spiritomb - 133/217 (Poke Ball),133/217,Uncommon,Darkness,Spiritomb - 133/217 (Poke Ball),Reverse Holofoil,0.27,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Scraggy (Quick Ball),134/217,Common,Darkness,Scraggy (Quick Ball),Reverse Holofoil,0.24,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
N's Zorua (Poke Ball),136/217,Common,Darkness,Zorua (Poke Ball),Reverse Holofoil,0.66,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Vullaby (Dusk Ball),138/217,Common,Darkness,Vullaby (Dusk Ball),Reverse Holofoil,0.27,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Pangoro (Love Ball),140/217,Uncommon,Darkness,Pangoro (Love Ball),Reverse Holofoil,0.27,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon
Hoopa (Poke Ball),141/217,Rare,Darkness,Hoopa (Poke Ball),Reverse Holofoil,0.28,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Pecharunt (Poke Ball),143/217,Rare,Darkness,Pecharunt (Poke Ball),Reverse Holofoil,0.29,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Mawile - 144/217 (Dusk Ball),144/217,Uncommon,Metal,Mawile - 144/217 (Dusk Ball),Reverse Holofoil,0.14,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Pawniard (Quick Ball),146/217,Common,Metal,Pawniard (Quick Ball),Reverse Holofoil,0.15,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Bisharp (Quick Ball),147/217,Common,Metal,Bisharp (Quick Ball),Reverse Holofoil,0.15,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon
Kingambit (Quick Ball),148/217,Rare,Metal,Kingambit (Quick Ball),Reverse Holofoil,0.2,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 2,Pokemon
Dratini (Love Ball),150/217,Common,Dragon,Dratini (Love Ball),Reverse Holofoil,0.34,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Dragonair (Love Ball),151/217,Uncommon,Dragon,Dragonair (Love Ball),Reverse Holofoil,0.3,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon
Rayquaza (Friend Ball),153/217,Rare,Dragon,Rayquaza (Friend Ball),Reverse Holofoil,0.34,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
N's Reshiram (Poke Ball),154/217,Rare,Dragon,Reshiram (Poke Ball),Reverse Holofoil,0.24,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
N's Zekrom (Poke Ball),155/217,Rare,Dragon,Zekrom (Poke Ball),Reverse Holofoil,0.49,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Noibat (Friend Ball),156/217,Common,Dragon,Noibat (Friend Ball),Reverse Holofoil,0.15,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Noivern (Friend Ball),157/217,Uncommon,Dragon,Noivern (Friend Ball),Reverse Holofoil,0.16,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon
Dreepy - 158/217 (Quick Ball),158/217,Common,Dragon,Dreepy - 158/217 (Quick Ball),Reverse Holofoil,0.3,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Drakloak - 159/217 (Quick Ball),159/217,Common,Dragon,Drakloak - 159/217 (Quick Ball),Reverse Holofoil,0.25,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon
Team Rocket's Meowth (Team Rocket),161/217,Common,Colorless,Meowth (Team Rocket),Reverse Holofoil,0.26,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Larry's Dunsparce (Poke Ball),163/217,Common,Colorless,Dunsparce (Poke Ball),Reverse Holofoil,0.17,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Skitty (Love Ball),165/217,Common,Colorless,Skitty (Love Ball),Reverse Holofoil,0.25,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Delcatty (Love Ball),166/217,Uncommon,Colorless,Delcatty (Love Ball),Reverse Holofoil,0.18,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon
Larry's Starly (Poke Ball),168/217,Common,Colorless,Starly (Poke Ball),Reverse Holofoil,0.18,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Larry's Staravia (Poke Ball),169/217,Uncommon,Colorless,Staravia (Poke Ball),Reverse Holofoil,0.24,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon
Larry's Staraptor - 170/217 (Poke Ball),170/217,Rare,Colorless,Staraptor - 170/217 (Poke Ball),Reverse Holofoil,0.22,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 2,Pokemon
Fan Rotom - 171/217 (Dusk Ball),171/217,Common,Colorless,Fan Rotom - 171/217 (Dusk Ball),Reverse Holofoil,0.14,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Larry's Rufflet (Poke Ball),173/217,Common,Colorless,Rufflet (Poke Ball),Reverse Holofoil,0.19,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Larry's Braviary (Poke Ball),174/217,Uncommon,Colorless,Braviary (Poke Ball),Reverse Holofoil,0.13,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon
Larry's Komala (Poke Ball),175/217,Common,Colorless,Komala (Poke Ball),Reverse Holofoil,0.17,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Drampa (Friend Ball),176/217,Uncommon,Colorless,Drampa (Friend Ball),Reverse Holofoil,0.24,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Hop's Cramorant (Poke Ball),177/217,Uncommon,Colorless,Cramorant (Poke Ball),Reverse Holofoil,0.24,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Terapagos (Love Ball),178/217,Rare,Colorless,Terapagos (Love Ball),Reverse Holofoil,0.25,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Erika's Oddish (Energy Symbol Pattern),001/217,Common,Grass,Oddish (Energy Symbol Pattern),Reverse Holofoil,0.25,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Erika's Gloom (Energy Symbol Pattern),002/217,Uncommon,Grass,Gloom (Energy Symbol Pattern),Reverse Holofoil,0.2,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon
Erika's Bellsprout (Energy Symbol Pattern),004/217,Common,Grass,Bellsprout (Energy Symbol Pattern),Reverse Holofoil,0.24,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Erika's Weepinbell (Energy Symbol Pattern),005/217,Uncommon,Grass,Weepinbell (Energy Symbol Pattern),Reverse Holofoil,0.52,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon
Erika's Victreebel (Energy Symbol Pattern),006/217,Rare,Grass,Victreebel (Energy Symbol Pattern),Reverse Holofoil,0.32,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 2,Pokemon
Erika's Tangela - 007/217 (Energy Symbol Pattern),007/217,Common,Grass,Tangela - 007/217 (Energy Symbol Pattern),Reverse Holofoil,0.23,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Chikorita (Energy Symbol Pattern),008/217,Common,Grass,Chikorita (Energy Symbol Pattern),Reverse Holofoil,0.29,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Bayleef (Energy Symbol Pattern),009/217,Uncommon,Grass,Bayleef (Energy Symbol Pattern),Reverse Holofoil,0.33,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon
Wurmple (Energy Symbol Pattern),011/217,Common,Grass,Wurmple (Energy Symbol Pattern),Reverse Holofoil,0.23,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Silcoon (Energy Symbol Pattern),012/217,Common,Grass,Silcoon (Energy Symbol Pattern),Reverse Holofoil,0.22,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon
Beautifly - 013/217 (Energy Symbol Pattern),013/217,Uncommon,Grass,Beautifly - 013/217 (Energy Symbol Pattern),Reverse Holofoil,0.25,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 2,Pokemon
Cascoon (Energy Symbol Pattern),014/217,Common,Grass,Cascoon (Energy Symbol Pattern),Reverse Holofoil,0.18,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon
Dustox - 015/217 (Energy Symbol Pattern),015/217,Uncommon,Grass,Dustox - 015/217 (Energy Symbol Pattern),Reverse Holofoil,0.22,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 2,Pokemon
Budew - 016/217 (Energy Symbol Pattern),016/217,Common,Grass,Budew - 016/217 (Energy Symbol Pattern),Reverse Holofoil,0.19,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Grubbin (Energy Symbol Pattern),017/217,Common,Grass,Grubbin (Energy Symbol Pattern),Reverse Holofoil,0.19,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Team Rocket's Tarountula (Energy Symbol Pattern),018/217,Common,Grass,Tarountula (Energy Symbol Pattern),Reverse Holofoil,0.21,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Team Rocket's Spidops (Energy Symbol Pattern),019/217,Rare,Grass,Spidops (Energy Symbol Pattern),Reverse Holofoil,0.37,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon
Charmander (Energy Symbol Pattern),020/217,Common,Fire,Charmander (Energy Symbol Pattern),Reverse Holofoil,0.27,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Charmeleon (Energy Symbol Pattern),021/217,Uncommon,Fire,Charmeleon (Energy Symbol Pattern),Reverse Holofoil,0.54,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon
Ethan's Slugma (Energy Symbol Pattern),023/217,Common,Fire,Slugma (Energy Symbol Pattern),Reverse Holofoil,0.19,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Ethan's Magcargo - 024/217 (Energy Symbol Pattern),024/217,Rare,Fire,Magcargo - 024/217 (Energy Symbol Pattern),Reverse Holofoil,0.35,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon
Entei (Energy Symbol Pattern),025/217,Rare,Fire,Entei (Energy Symbol Pattern),Reverse Holofoil,0.38,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Numel - 027/217 (Energy Symbol Pattern),027/217,Common,Fire,Numel - 027/217 (Energy Symbol Pattern),Reverse Holofoil,0.15,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Camerupt (Energy Symbol Pattern),028/217,Uncommon,Fire,Camerupt (Energy Symbol Pattern),Reverse Holofoil,0.21,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon
Tepig (Energy Symbol Pattern),029/217,Common,Fire,Tepig (Energy Symbol Pattern),Reverse Holofoil,0.14,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Pignite (Energy Symbol Pattern),030/217,Uncommon,Fire,Pignite (Energy Symbol Pattern),Reverse Holofoil,0.25,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon
N's Darumaka (Energy Symbol Pattern),032/217,Common,Fire,Darumaka (Energy Symbol Pattern),Reverse Holofoil,0.38,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
N's Darmanitan (Energy Symbol Pattern),033/217,Uncommon,Fire,Darmanitan (Energy Symbol Pattern),Reverse Holofoil,0.29,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon
Salandit (Energy Symbol Pattern),034/217,Common,Fire,Salandit (Energy Symbol Pattern),Reverse Holofoil,0.22,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Salazzle - 035/217 (Energy Symbol Pattern),035/217,Uncommon,Fire,Salazzle - 035/217 (Energy Symbol Pattern),Reverse Holofoil,0.26,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon
Scorbunny - 036/217 (Energy Symbol Pattern),036/217,Common,Fire,Scorbunny - 036/217 (Energy Symbol Pattern),Reverse Holofoil,0.19,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Raboot (Energy Symbol Pattern),037/217,Common,Fire,Raboot (Energy Symbol Pattern),Reverse Holofoil,0.21,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon
Psyduck - 039/217 (Energy Symbol Pattern),039/217,Common,Water,Psyduck - 039/217 (Energy Symbol Pattern),Reverse Holofoil,0.52,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Golduck (Energy Symbol Pattern),040/217,Uncommon,Water,Golduck (Energy Symbol Pattern),Reverse Holofoil,0.42,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon
Totodile (Energy Symbol Pattern),041/217,Common,Water,Totodile (Energy Symbol Pattern),Reverse Holofoil,0.23,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Croconaw (Energy Symbol Pattern),042/217,Uncommon,Water,Croconaw (Energy Symbol Pattern),Reverse Holofoil,0.41,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon
Sneasel (Energy Symbol Pattern),044/217,Common,Water,Sneasel (Energy Symbol Pattern),Reverse Holofoil,0.19,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Weavile - 045/217 (Energy Symbol Pattern),045/217,Uncommon,Water,Weavile - 045/217 (Energy Symbol Pattern),Reverse Holofoil,0.47,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon
Snorunt - 046/217 (Energy Symbol Pattern),046/217,Common,Water,Snorunt - 046/217 (Energy Symbol Pattern),Reverse Holofoil,0.26,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
N's Vanillite (Energy Symbol Pattern),049/217,Common,Water,Vanillite (Energy Symbol Pattern),Reverse Holofoil,0.25,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
N's Vanillish (Energy Symbol Pattern),050/217,Common,Water,Vanillish (Energy Symbol Pattern),Reverse Holofoil,0.28,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon
N's Vanilluxe (Energy Symbol Pattern),051/217,Uncommon,Water,Vanilluxe (Energy Symbol Pattern),Reverse Holofoil,0.24,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 2,Pokemon
Snom (Energy Symbol Pattern),052/217,Common,Water,Snom (Energy Symbol Pattern),Reverse Holofoil,0.19,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Frosmoth (Energy Symbol Pattern),053/217,Uncommon,Water,Frosmoth (Energy Symbol Pattern),Reverse Holofoil,0.24,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon
Glastrier (Energy Symbol Pattern),054/217,Uncommon,Water,Glastrier (Energy Symbol Pattern),Reverse Holofoil,0.31,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Pikachu (Energy Symbol Pattern),055/217,Common,Lightning,Pikachu (Energy Symbol Pattern),Reverse Holofoil,0.57,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Raichu (Energy Symbol Pattern),056/217,Uncommon,Lightning,Raichu (Energy Symbol Pattern),Reverse Holofoil,0.73,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon
Tynamo (Energy Symbol Pattern),059/217,Common,Lightning,Tynamo (Energy Symbol Pattern),Reverse Holofoil,0.23,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Eelektrik (Energy Symbol Pattern),060/217,Uncommon,Lightning,Eelektrik (Energy Symbol Pattern),Reverse Holofoil,0.3,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon
Stunfisk (Energy Symbol Pattern),062/217,Common,Lightning,Stunfisk (Energy Symbol Pattern),Reverse Holofoil,0.17,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Helioptile (Energy Symbol Pattern),063/217,Common,Lightning,Helioptile (Energy Symbol Pattern),Reverse Holofoil,0.13,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Heliolisk - 064/217 (Energy Symbol Pattern),064/217,Uncommon,Lightning,Heliolisk - 064/217 (Energy Symbol Pattern),Reverse Holofoil,0.29,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon
Charjabug (Energy Symbol Pattern),065/217,Common,Lightning,Charjabug (Energy Symbol Pattern),Reverse Holofoil,0.2,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon
Vikavolt - 066/217 (Energy Symbol Pattern),066/217,Uncommon,Lightning,Vikavolt - 066/217 (Energy Symbol Pattern),Reverse Holofoil,0.21,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 2,Pokemon
Tapu Koko (Energy Symbol Pattern),067/217,Rare,Lightning,Tapu Koko (Energy Symbol Pattern),Reverse Holofoil,0.31,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Iono's Tadbulb (Energy Symbol Pattern),069/217,Common,Lightning,Tadbulb (Energy Symbol Pattern),Reverse Holofoil,0.24,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Iono's Wattrel - 071/217 (Energy Symbol Pattern),071/217,Common,Lightning,Wattrel - 071/217 (Energy Symbol Pattern),Reverse Holofoil,0.29,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Iono's Kilowattrel (Energy Symbol Pattern),072/217,Rare,Lightning,Kilowattrel (Energy Symbol Pattern),Reverse Holofoil,0.27,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon
Clefairy (Energy Symbol Pattern),074/217,Common,Psychic,Clefairy (Energy Symbol Pattern),Reverse Holofoil,0.22,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Clefable (Energy Symbol Pattern),075/217,Uncommon,Psychic,Clefable (Energy Symbol Pattern),Reverse Holofoil,0.28,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon
Team Rocket's Exeggcute (Energy Symbol Pattern),077/217,Common,Psychic,Exeggcute (Energy Symbol Pattern),Reverse Holofoil,0.28,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Team Rocket's Exeggutor (Energy Symbol Pattern),078/217,Rare,Psychic,Exeggutor (Energy Symbol Pattern),Reverse Holofoil,0.26,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon
Togepi (Energy Symbol Pattern),080/217,Common,Psychic,Togepi (Energy Symbol Pattern),Reverse Holofoil,0.24,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Togetic (Energy Symbol Pattern),081/217,Common,Psychic,Togetic (Energy Symbol Pattern),Reverse Holofoil,0.25,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon
Togekiss - 082/217 (Energy Symbol Pattern),082/217,Rare,Psychic,Togekiss - 082/217 (Energy Symbol Pattern),Reverse Holofoil,0.18,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 2,Pokemon
Marill - 083/217 (Energy Symbol Pattern),083/217,Common,Psychic,Marill - 083/217 (Energy Symbol Pattern),Reverse Holofoil,0.26,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Misdreavus - 085/217 (Energy Symbol Pattern),085/217,Common,Psychic,Misdreavus - 085/217 (Energy Symbol Pattern),Reverse Holofoil,0.21,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Mismagius (Energy Symbol Pattern),086/217,Rare,Psychic,Mismagius (Energy Symbol Pattern),Reverse Holofoil,0.2,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon
Ralts (Energy Symbol Pattern),087/217,Common,Psychic,Ralts (Energy Symbol Pattern),Reverse Holofoil,0.23,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Kirlia (Energy Symbol Pattern),088/217,Common,Psychic,Kirlia (Energy Symbol Pattern),Reverse Holofoil,0.32,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon
Shuppet (Energy Symbol Pattern),090/217,Common,Psychic,Shuppet (Energy Symbol Pattern),Reverse Holofoil,0.21,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Banette - 091/217 (Energy Symbol Pattern),091/217,Uncommon,Psychic,Banette - 091/217 (Energy Symbol Pattern),Reverse Holofoil,0.27,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon
Rotom (Energy Symbol Pattern),092/217,Common,Psychic,Rotom (Energy Symbol Pattern),Reverse Holofoil,0.18,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Swirlix (Energy Symbol Pattern),093/217,Common,Psychic,Swirlix (Energy Symbol Pattern),Reverse Holofoil,0.22,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Slurpuff - 094/217 (Energy Symbol Pattern),094/217,Uncommon,Psychic,Slurpuff - 094/217 (Energy Symbol Pattern),Reverse Holofoil,0.24,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon
Hop's Phantump (Energy Symbol Pattern),095/217,Common,Psychic,Phantump (Energy Symbol Pattern),Reverse Holofoil,0.32,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Hop's Trevenant - 096/217 (Energy Symbol Pattern),096/217,Rare,Psychic,Trevenant - 096/217 (Energy Symbol Pattern),Reverse Holofoil,0.37,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon
Team Rocket's Mimikyu - 097/217 (Energy Symbol Pattern),097/217,Uncommon,Psychic,Mimikyu - 097/217 (Energy Symbol Pattern),Reverse Holofoil,0.63,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Spectrier (Energy Symbol Pattern),098/217,Rare,Psychic,Spectrier (Energy Symbol Pattern),Reverse Holofoil,0.24,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Munkidori (Energy Symbol Pattern),099/217,Rare,Psychic,Munkidori (Energy Symbol Pattern),Reverse Holofoil,0.48,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
Team Rocket's Diglett (Energy Symbol Pattern),100/217,Common,Fighting,Diglett (Energy Symbol Pattern),Reverse Holofoil,0.17,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon
