cardName,cardNumber,cardRarity,cardSubType,cleanName,finishType,marketPrice,setEra,setName,source_file,stage,supertype,patternType,tagName,isLegendary,isMythical,isStarter,isEeveelution,isMascot,isWaifuTrainer
Team Rocket's Mewtwo ex - 281/217,281/217,Special Illustration Rare,Psychic,Mewtwo,Holofoil,485.56,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Mewtwo,True,False,False,False,True,False
Mega Diancie ex - 282/217,282/217,Special Illustration Rare,Psychic,Mega Diancie,Holofoil,70.63,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Diancie,False,True,False,False,False,False
Mega Hawlucha ex - 283/217,283/217,Special Illustration Rare,Fighting,Mega Hawlucha,Holofoil,71.51,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Hawlucha,False,False,False,False,False,False
Mega Gengar ex - 284/217,284/217,Special Illustration Rare,Darkness,Mega Gengar,Holofoil,1245.6,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 2,Pokemon,none,Gengar,False,False,False,False,True,False
Mega Scrafty ex - 285/217,285/217,Special Illustration Rare,Darkness,Mega Scrafty,Holofoil,74.07,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Scrafty,False,False,False,False,False,False
N's Zoroark ex - 286/217,286/217,Special Illustration Rare,Darkness,Zoroark,Holofoil,193.56,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Zoroark,False,False,False,False,False,False
Marnie's Grimmsnarl ex,287/217,Special Illustration Rare,Darkness,Grimmsnarl,Holofoil,87.0,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 2,Pokemon,none,Grimmsnarl,False,False,False,False,False,False
Fezandipiti ex - 288/217,288/217,Special Illustration Rare,Darkness,Fezandipiti,Holofoil,78.47,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Fezandipiti,True,False,False,False,False,False
Steven's Metagross ex,289/217,Special Illustration Rare,Metal,Metagross,Holofoil,103.25,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 2,Pokemon,none,Metagross,False,False,False,False,False,False
Mega Dragonite ex - 290/217,290/217,Special Illustration Rare,Dragon,Mega Dragonite,Holofoil,829.56,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 2,Pokemon,none,Dragonite,False,False,False,False,False,False
Canari - 291/217,291/217,Special Illustration Rare,Trainer - Supporter,Canari,Holofoil,49.64,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,,Trainer,none,Canari,False,False,False,False,False,False
Iris's Fighting Spirit - 292/217,292/217,Special Illustration Rare,Trainer - Supporter,Iris,Holofoil,41.57,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,,Trainer,none,Iris,False,False,False,False,False,False
Surfer - 293/217,293/217,Special Illustration Rare,Trainer - Supporter,Surfer,Holofoil,30.29,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,,Trainer,none,Surfer,False,False,False,False,False,False
Mega Charizard Y ex - 294/217,294/217,Mega Hyper Rare,Fire,Mega Charizard Y,Holofoil,628.08,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 2,Pokemon,none,Charizard Y,False,False,False,False,False,False
Mega Dragonite ex - 295/217,295/217,Mega Hyper Rare,Dragon,Mega Dragonite,Holofoil,335.6,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 2,Pokemon,none,Dragonite,False,False,False,False,False,False
Erika's Oddish (Poke Ball),001/217,Common,Grass,Oddish (Poke Ball),Reverse Holofoil,0.28,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Oddish (Poke Ball),False,False,False,False,False,False
Erika's Gloom (Poke Ball),002/217,Uncommon,Grass,Gloom (Poke Ball),Reverse Holofoil,0.23,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Gloom (Poke Ball),False,False,False,False,False,False
Erika's Bellsprout (Poke Ball),004/217,Common,Grass,Bellsprout (Poke Ball),Reverse Holofoil,0.27,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Bellsprout (Poke Ball),False,False,False,False,False,False
Erika's Weepinbell (Poke Ball),005/217,Uncommon,Grass,Weepinbell (Poke Ball),Reverse Holofoil,0.2,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Weepinbell (Poke Ball),False,False,False,False,False,False
Erika's Victreebel (Poke Ball),006/217,Rare,Grass,Victreebel (Poke Ball),Reverse Holofoil,0.23,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 2,Pokemon,none,Victreebel (Poke Ball),False,False,False,False,False,False
Erika's Tangela - 007/217 (Poke Ball),007/217,Common,Grass,Tangela - 007/217 (Poke Ball),Reverse Holofoil,0.22,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Tangela - 007/217 (Poke Ball),False,False,False,False,False,False
Chikorita (Friend Ball),008/217,Common,Grass,Chikorita (Friend Ball),Reverse Holofoil,0.24,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Chikorita (Friend Ball),False,False,False,False,False,False
Bayleef (Friend Ball),009/217,Uncommon,Grass,Bayleef (Friend Ball),Reverse Holofoil,0.29,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Bayleef (Friend Ball),False,False,False,False,False,False
Wurmple (Love Ball),011/217,Common,Grass,Wurmple (Love Ball),Reverse Holofoil,0.28,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Wurmple (Love Ball),False,False,False,False,False,False
Silcoon (Love Ball),012/217,Common,Grass,Silcoon (Love Ball),Reverse Holofoil,0.21,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Silcoon (Love Ball),False,False,False,False,False,False
Beautifly - 013/217 (Love Ball),013/217,Uncommon,Grass,Beautifly - 013/217 (Love Ball),Reverse Holofoil,0.18,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 2,Pokemon,none,Beautifly - 013/217 (Love Ball),False,False,False,False,False,False
Cascoon (Love Ball),014/217,Common,Grass,Cascoon (Love Ball),Reverse Holofoil,0.24,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Cascoon (Love Ball),False,False,False,False,False,False
Dustox - 015/217 (Love Ball),015/217,Uncommon,Grass,Dustox - 015/217 (Love Ball),Reverse Holofoil,0.18,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 2,Pokemon,none,Dustox - 015/217 (Love Ball),False,False,False,False,False,False
Budew - 016/217 (Friend Ball),016/217,Common,Grass,Budew - 016/217 (Friend Ball),Reverse Holofoil,0.21,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Budew - 016/217 (Friend Ball),False,False,False,False,False,False
Grubbin (Quick Ball),017/217,Common,Grass,Grubbin (Quick Ball),Reverse Holofoil,0.21,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Grubbin (Quick Ball),False,False,False,False,False,False
Team Rocket's Tarountula (Team Rocket),018/217,Common,Grass,Tarountula (Team Rocket),Reverse Holofoil,0.38,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Tarountula (Team Rocket),False,False,False,False,False,False
Team Rocket's Spidops (Team Rocket),019/217,Rare,Grass,Spidops (Team Rocket),Reverse Holofoil,0.25,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Spidops (Team Rocket),False,False,False,False,False,False
Charmander (Friend Ball),020/217,Common,Fire,Charmander (Friend Ball),Reverse Holofoil,0.28,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Charmander (Friend Ball),False,False,False,False,False,False
Charmeleon (Friend Ball),021/217,Uncommon,Fire,Charmeleon (Friend Ball),Reverse Holofoil,0.29,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Charmeleon (Friend Ball),False,False,False,False,False,False
Ethan's Slugma (Poke Ball),023/217,Common,Fire,Slugma (Poke Ball),Reverse Holofoil,0.15,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Slugma (Poke Ball),False,False,False,False,False,False
Ethan's Magcargo - 024/217 (Poke Ball),024/217,Rare,Fire,Magcargo - 024/217 (Poke Ball),Reverse Holofoil,0.16,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Magcargo - 024/217 (Poke Ball),False,False,False,False,False,False
Entei (Quick Ball),025/217,Rare,Fire,Entei (Quick Ball),Reverse Holofoil,0.21,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Entei (Quick Ball),False,False,False,False,False,False
Numel - 027/217 (Quick Ball),027/217,Common,Fire,Numel - 027/217 (Quick Ball),Reverse Holofoil,0.16,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Numel - 027/217 (Quick Ball),False,False,False,False,False,False
Camerupt (Quick Ball),028/217,Uncommon,Fire,Camerupt (Quick Ball),Reverse Holofoil,0.28,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Camerupt (Quick Ball),False,False,False,False,False,False
Tepig (Friend Ball),029/217,Common,Fire,Tepig (Friend Ball),Reverse Holofoil,0.18,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Tepig (Friend Ball),False,False,False,False,False,False
Pignite (Friend Ball),030/217,Uncommon,Fire,Pignite (Friend Ball),Reverse Holofoil,0.18,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Pignite (Friend Ball),False,False,False,False,False,False
N's Darumaka (Poke Ball),032/217,Common,Fire,Darumaka (Poke Ball),Reverse Holofoil,0.23,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Darumaka (Poke Ball),False,False,False,False,False,False
N's Darmanitan (Poke Ball),033/217,Uncommon,Fire,Darmanitan (Poke Ball),Reverse Holofoil,0.28,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Darmanitan (Poke Ball),False,False,False,False,False,False
Salandit (Quick Ball),034/217,Common,Fire,Salandit (Quick Ball),Reverse Holofoil,0.16,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Salandit (Quick Ball),False,False,False,False,False,False
Salazzle - 035/217 (Quick Ball),035/217,Uncommon,Fire,Salazzle - 035/217 (Quick Ball),Reverse Holofoil,0.22,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Salazzle - 035/217 (Quick Ball),False,False,False,False,False,False
Scorbunny - 036/217 (Friend Ball),036/217,Common,Fire,Scorbunny - 036/217 (Friend Ball),Reverse Holofoil,0.18,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Scorbunny - 036/217 (Friend Ball),False,False,False,False,False,False
Raboot (Friend Ball),037/217,Common,Fire,Raboot (Friend Ball),Reverse Holofoil,0.18,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Raboot (Friend Ball),False,False,False,False,False,False
Psyduck - 039/217 (Love Ball),039/217,Common,Water,Psyduck - 039/217 (Love Ball),Reverse Holofoil,0.8,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Psyduck - 039/217 (Love Ball),False,False,False,False,False,False
Golduck (Love Ball),040/217,Uncommon,Water,Golduck (Love Ball),Reverse Holofoil,0.19,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Golduck (Love Ball),False,False,False,False,False,False
Totodile (Friend Ball),041/217,Common,Water,Totodile (Friend Ball),Reverse Holofoil,0.2,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Totodile (Friend Ball),False,False,False,False,False,False
Croconaw (Friend Ball),042/217,Uncommon,Water,Croconaw (Friend Ball),Reverse Holofoil,0.23,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Croconaw (Friend Ball),False,False,False,False,False,False
Sneasel (Dusk Ball),044/217,Common,Water,Sneasel (Dusk Ball),Reverse Holofoil,0.22,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Sneasel (Dusk Ball),False,False,False,False,False,False
Weavile - 045/217 (Dusk Ball),045/217,Uncommon,Water,Weavile - 045/217 (Dusk Ball),Reverse Holofoil,0.18,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Weavile - 045/217 (Dusk Ball),False,False,False,False,False,False
Snorunt - 046/217 (Love Ball),046/217,Common,Water,Snorunt - 046/217 (Love Ball),Reverse Holofoil,0.28,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Snorunt - 046/217 (Love Ball),False,False,False,False,False,False
N's Vanillite (Poke Ball),049/217,Common,Water,Vanillite (Poke Ball),Reverse Holofoil,0.21,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Vanillite (Poke Ball),False,False,False,False,False,False
N's Vanillish (Poke Ball),050/217,Common,Water,Vanillish (Poke Ball),Reverse Holofoil,0.16,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Vanillish (Poke Ball),False,False,False,False,False,False
N's Vanilluxe (Poke Ball),051/217,Uncommon,Water,Vanilluxe (Poke Ball),Reverse Holofoil,0.25,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 2,Pokemon,none,Vanilluxe (Poke Ball),False,False,False,False,False,False
Snom (Friend Ball),052/217,Common,Water,Snom (Friend Ball),Reverse Holofoil,0.21,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Snom (Friend Ball),False,False,False,False,False,False
Frosmoth (Friend Ball),053/217,Uncommon,Water,Frosmoth (Friend Ball),Reverse Holofoil,0.23,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Frosmoth (Friend Ball),False,False,False,False,False,False
Glastrier (Friend Ball),054/217,Uncommon,Water,Glastrier (Friend Ball),Reverse Holofoil,0.2,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Glastrier (Friend Ball),False,False,False,False,False,False
Pikachu (Friend Ball),055/217,Common,Lightning,Pikachu (Friend Ball),Reverse Holofoil,0.95,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Pikachu (Friend Ball),False,False,False,False,False,False
Raichu (Friend Ball),056/217,Uncommon,Lightning,Raichu (Friend Ball),Reverse Holofoil,0.27,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Raichu (Friend Ball),False,False,False,False,False,False
Tynamo (Quick Ball),059/217,Common,Lightning,Tynamo (Quick Ball),Reverse Holofoil,0.13,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Tynamo (Quick Ball),False,False,False,False,False,False
Eelektrik (Quick Ball),060/217,Uncommon,Lightning,Eelektrik (Quick Ball),Reverse Holofoil,0.22,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Eelektrik (Quick Ball),False,False,False,False,False,False
Stunfisk (Quick Ball),062/217,Common,Lightning,Stunfisk (Quick Ball),Reverse Holofoil,0.2,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Stunfisk (Quick Ball),False,False,False,False,False,False
Helioptile (Quick Ball),063/217,Common,Lightning,Helioptile (Quick Ball),Reverse Holofoil,0.13,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Helioptile (Quick Ball),False,False,False,False,False,False
Heliolisk - 064/217 (Quick Ball),064/217,Uncommon,Lightning,Heliolisk - 064/217 (Quick Ball),Reverse Holofoil,0.22,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Heliolisk - 064/217 (Quick Ball),False,False,False,False,False,False
Charjabug (Quick Ball),065/217,Common,Lightning,Charjabug (Quick Ball),Reverse Holofoil,0.15,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Charjabug (Quick Ball),False,False,False,False,False,False
Vikavolt - 066/217 (Quick Ball),066/217,Uncommon,Lightning,Vikavolt - 066/217 (Quick Ball),Reverse Holofoil,0.12,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 2,Pokemon,none,Vikavolt - 066/217 (Quick Ball),False,False,False,False,False,False
Tapu Koko (Quick Ball),067/217,Rare,Lightning,Tapu Koko (Quick Ball),Reverse Holofoil,0.17,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Tapu Koko (Quick Ball),False,False,False,False,False,False
Iono's Tadbulb (Poke Ball),069/217,Common,Lightning,Tadbulb (Poke Ball),Reverse Holofoil,0.21,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Tadbulb (Poke Ball),False,False,False,False,False,False
Iono's Wattrel - 071/217 (Poke Ball),071/217,Common,Lightning,Wattrel - 071/217 (Poke Ball),Reverse Holofoil,0.49,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Wattrel - 071/217 (Poke Ball),False,False,False,False,False,False
Iono's Kilowattrel (Poke Ball),072/217,Rare,Lightning,Kilowattrel (Poke Ball),Reverse Holofoil,0.28,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Kilowattrel (Poke Ball),False,False,False,False,False,False
Clefairy (Love Ball),074/217,Common,Psychic,Clefairy (Love Ball),Reverse Holofoil,0.5,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Clefairy (Love Ball),False,False,False,False,False,False
Clefable (Love Ball),075/217,Uncommon,Psychic,Clefable (Love Ball),Reverse Holofoil,0.32,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Clefable (Love Ball),False,False,False,False,False,False
Team Rocket's Exeggcute (Team Rocket),077/217,Common,Psychic,Exeggcute (Team Rocket),Reverse Holofoil,0.31,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Exeggcute (Team Rocket),False,False,False,False,False,False
Team Rocket's Exeggutor (Team Rocket),078/217,Rare,Psychic,Exeggutor (Team Rocket),Reverse Holofoil,0.28,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Exeggutor (Team Rocket),False,False,False,False,False,False
Togepi (Love Ball),080/217,Common,Psychic,Togepi (Love Ball),Reverse Holofoil,0.61,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Togepi (Love Ball),False,False,False,False,False,False
Togetic (Love Ball),081/217,Common,Psychic,Togetic (Love Ball),Reverse Holofoil,0.4,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Togetic (Love Ball),False,False,False,False,False,False
Togekiss - 082/217 (Love Ball),082/217,Rare,Psychic,Togekiss - 082/217 (Love Ball),Reverse Holofoil,0.34,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 2,Pokemon,none,Togekiss - 082/217 (Love Ball),False,False,False,False,False,False
Marill - 083/217 (Friend Ball),083/217,Common,Psychic,Marill - 083/217 (Friend Ball),Reverse Holofoil,0.22,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Marill - 083/217 (Friend Ball),False,False,False,False,False,False
Misdreavus - 085/217 (Dusk Ball),085/217,Common,Psychic,Misdreavus - 085/217 (Dusk Ball),Reverse Holofoil,0.29,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Misdreavus - 085/217 (Dusk Ball),False,False,False,False,False,False
Mismagius (Dusk Ball),086/217,Rare,Psychic,Mismagius (Dusk Ball),Reverse Holofoil,0.28,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Mismagius (Dusk Ball),False,False,False,False,False,False
Ralts (Love Ball),087/217,Common,Psychic,Ralts (Love Ball),Reverse Holofoil,0.49,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Ralts (Love Ball),False,False,False,False,False,False
Kirlia (Love Ball),088/217,Common,Psychic,Kirlia (Love Ball),Reverse Holofoil,0.53,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Kirlia (Love Ball),False,False,False,False,False,False
Shuppet (Dusk Ball),090/217,Common,Psychic,Shuppet (Dusk Ball),Reverse Holofoil,0.27,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Shuppet (Dusk Ball),False,False,False,False,False,False
Banette - 091/217 (Dusk Ball),091/217,Uncommon,Psychic,Banette - 091/217 (Dusk Ball),Reverse Holofoil,0.31,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Banette - 091/217 (Dusk Ball),False,False,False,False,False,False
Rotom (Dusk Ball),092/217,Common,Psychic,Rotom (Dusk Ball),Reverse Holofoil,0.51,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Rotom (Dusk Ball),False,False,False,False,False,False
Swirlix (Love Ball),093/217,Common,Psychic,Swirlix (Love Ball),Reverse Holofoil,0.33,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Swirlix (Love Ball),False,False,False,False,False,False
Slurpuff - 094/217 (Love Ball),094/217,Uncommon,Psychic,Slurpuff - 094/217 (Love Ball),Reverse Holofoil,0.31,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Slurpuff - 094/217 (Love Ball),False,False,False,False,False,False
Hop's Phantump (Poke Ball),095/217,Common,Psychic,Phantump (Poke Ball),Reverse Holofoil,0.37,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Phantump (Poke Ball),False,False,False,False,False,False
Hop's Trevenant - 096/217 (Poke Ball),096/217,Rare,Psychic,Trevenant - 096/217 (Poke Ball),Reverse Holofoil,0.35,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Trevenant - 096/217 (Poke Ball),False,False,False,False,False,False
Team Rocket's Mimikyu - 097/217 (Team Rocket),097/217,Uncommon,Psychic,Mimikyu - 097/217 (Team Rocket),Reverse Holofoil,1.39,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Mimikyu - 097/217 (Team Rocket),False,False,False,False,False,False
Spectrier (Dusk Ball),098/217,Rare,Psychic,Spectrier (Dusk Ball),Reverse Holofoil,0.3,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Spectrier (Dusk Ball),False,False,False,False,False,False
Munkidori (Dusk Ball),099/217,Rare,Psychic,Munkidori (Dusk Ball),Reverse Holofoil,0.51,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Munkidori (Dusk Ball),False,False,False,False,False,False
Team Rocket's Diglett (Team Rocket),100/217,Common,Fighting,Diglett (Team Rocket),Reverse Holofoil,0.3,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Diglett (Team Rocket),False,False,False,False,False,False
Team Rocket's Dugtrio - 101/217 (Team Rocket),101/217,Uncommon,Fighting,Dugtrio - 101/217 (Team Rocket),Reverse Holofoil,0.25,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Dugtrio - 101/217 (Team Rocket),False,False,False,False,False,False
Hitmontop - 102/217 (Dusk Ball),102/217,Common,Fighting,Hitmontop - 102/217 (Dusk Ball),Reverse Holofoil,0.18,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Hitmontop - 102/217 (Dusk Ball),False,False,False,False,False,False
Meditite (Quick Ball),103/217,Common,Fighting,Meditite (Quick Ball),Reverse Holofoil,0.16,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Meditite (Quick Ball),False,False,False,False,False,False
Medicham - 104/217 (Quick Ball),104/217,Common,Fighting,Medicham - 104/217 (Quick Ball),Reverse Holofoil,0.19,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Medicham - 104/217 (Quick Ball),False,False,False,False,False,False
Lunatone (Dusk Ball),105/217,Rare,Fighting,Lunatone (Dusk Ball),Reverse Holofoil,0.23,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Lunatone (Dusk Ball),False,False,False,False,False,False
Solrock (Dusk Ball),106/217,Uncommon,Fighting,Solrock (Dusk Ball),Reverse Holofoil,0.22,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Solrock (Dusk Ball),False,False,False,False,False,False
Groudon (Dusk Ball),108/217,Rare,Fighting,Groudon (Dusk Ball),Reverse Holofoil,0.23,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Groudon (Dusk Ball),False,False,False,False,False,False
Cynthia's Gible (Poke Ball),109/217,Common,Fighting,Gible (Poke Ball),Reverse Holofoil,0.32,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Gible (Poke Ball),False,False,False,False,False,False
Cynthia's Gabite (Poke Ball),110/217,Uncommon,Fighting,Gabite (Poke Ball),Reverse Holofoil,0.42,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Stage 1,Pokemon,none,Gabite (Poke Ball),False,False,False,False,False,False
Riolu (Friend Ball),112/217,Common,Fighting,Riolu (Friend Ball),Reverse Holofoil,0.19,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Riolu (Friend Ball),False,False,False,False,False,False
Pancham (Love Ball),115/217,Common,Fighting,Pancham (Love Ball),Reverse Holofoil,0.22,Mega Evolution,Ascended Heroes,me_ascended_heroes_cleaned.csv,Basic,Pokemon,none,Pancham (Love Ball),False,False,False,False,False,False
