sale_date,title,price,platform,card,set_name,variant,grade,grading_company,keep,notes,grade_pop,total_pop
2026-04-13,Origin Forme Palkia VSTAR PSA 10,295.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,10.0,PSA,yes,,15407.0,28499.0
2026-04-13,Origin Forme Palkia VSTAR PSA 10,325.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,10.0,PSA,yes,,15407.0,28499.0
2026-04-13,Origin Forme Palkia VSTAR PSA 10,300.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,10.0,PSA,yes,,15407.0,28499.0
2026-04-08,Origin Forme Palkia VSTAR PSA 10,255.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,10.0,PSA,yes,,15407.0,28499.0
2026-04-08,Origin Forme Palkia VSTAR PSA 10,250.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,10.0,PSA,yes,,15407.0,28499.0
2026-04-07,Origin Forme Palkia VSTAR PSA 10,289.99,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,10.0,PSA,yes,,15407.0,28499.0
2026-04-07,Origin Forme Palkia VSTAR PSA 10,268.75,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,10.0,PSA,yes,,15407.0,28499.0
2026-04-07,Origin Forme Palkia VSTAR PSA 10,275.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,10.0,PSA,yes,,15407.0,28499.0
2026-04-06,Origin Forme Palkia VSTAR PSA 10,290.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,10.0,PSA,yes,,15407.0,28499.0
2026-04-05,Origin Forme Palkia VSTAR PSA 10,255.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,10.0,PSA,yes,,15407.0,28499.0
2026-04-04,Origin Forme Palkia VSTAR PSA 10,299.99,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,10.0,PSA,yes,,15407.0,28499.0
2026-04-03,Origin Forme Palkia VSTAR PSA 10,270.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,10.0,PSA,yes,,15407.0,28499.0
2026-04-03,Origin Forme Palkia VSTAR PSA 10,244.25,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,10.0,PSA,yes,,15407.0,28499.0
2026-04-01,Origin Forme Palkia VSTAR PSA 10,286.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,10.0,PSA,yes,,15407.0,28499.0
2026-04-01,Origin Forme Palkia VSTAR PSA 10,320.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,10.0,PSA,yes,,15407.0,28499.0
2026-03-31,Origin Forme Palkia VSTAR PSA 10,250.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,10.0,PSA,yes,,15407.0,28499.0
2026-03-31,Origin Forme Palkia VSTAR PSA 10,239.99,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,10.0,PSA,yes,,15407.0,28499.0
2026-03-29,Origin Forme Palkia VSTAR PSA 10,275.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,10.0,PSA,yes,,15407.0,28499.0
2026-03-29,Origin Forme Palkia VSTAR PSA 10,249.99,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,10.0,PSA,yes,,15407.0,28499.0
2026-03-29,Origin Forme Palkia VSTAR PSA 10,275.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,10.0,PSA,yes,,15407.0,28499.0
2026-03-28,Origin Forme Palkia VSTAR PSA 10,255.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,10.0,PSA,yes,,15407.0,28499.0
2026-03-28,Origin Forme Palkia VSTAR PSA 10,249.99,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,10.0,PSA,yes,,15407.0,28499.0
2026-03-26,Origin Forme Palkia VSTAR PSA 10,250.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,10.0,PSA,yes,,15407.0,28499.0
2026-03-25,Origin Forme Palkia VSTAR PSA 10,279.99,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,10.0,PSA,yes,,15407.0,28499.0
2026-03-25,Origin Forme Palkia VSTAR PSA 10,123.69,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,10.0,PSA,yes,,15407.0,28499.0
2026-03-24,Origin Forme Palkia VSTAR PSA 10,222.5,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,10.0,PSA,yes,,15407.0,28499.0
2026-04-22,Origin Forme Palkia VSTAR PSA 9,105.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,9.0,PSA,yes,,10398.0,28499.0
2026-04-15,Origin Forme Palkia VSTAR PSA 9,99.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,9.0,PSA,yes,,10398.0,28499.0
2026-04-14,Origin Forme Palkia VSTAR PSA 9,96.95,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,9.0,PSA,yes,,10398.0,28499.0
2026-04-12,Origin Forme Palkia VSTAR PSA 9,94.99,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,9.0,PSA,yes,,10398.0,28499.0
2026-04-11,Origin Forme Palkia VSTAR PSA 9,90.74,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,9.0,PSA,yes,,10398.0,28499.0
2026-04-10,Origin Forme Palkia VSTAR PSA 9,99.95,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,9.0,PSA,yes,,10398.0,28499.0
2026-04-09,Origin Forme Palkia VSTAR PSA 9,80.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,9.0,PSA,yes,,10398.0,28499.0
2026-04-07,Origin Forme Palkia VSTAR PSA 9,90.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,9.0,PSA,yes,,10398.0,28499.0
2026-04-07,Origin Forme Palkia VSTAR PSA 9,87.11,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,9.0,PSA,yes,,10398.0,28499.0
2026-04-07,Origin Forme Palkia VSTAR PSA 9,90.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,9.0,PSA,yes,,10398.0,28499.0
2026-04-06,Origin Forme Palkia VSTAR PSA 9,83.02,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,9.0,PSA,yes,,10398.0,28499.0
2026-04-05,Origin Forme Palkia VSTAR PSA 9,90.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,9.0,PSA,yes,,10398.0,28499.0
2026-04-05,Origin Forme Palkia VSTAR PSA 9,85.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,9.0,PSA,yes,,10398.0,28499.0
2026-04-05,Origin Forme Palkia VSTAR PSA 9,78.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,9.0,PSA,yes,,10398.0,28499.0
2026-04-04,Origin Forme Palkia VSTAR PSA 9,78.9,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,9.0,PSA,yes,,10398.0,28499.0
2026-04-03,Origin Forme Palkia VSTAR PSA 9,85.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,9.0,PSA,yes,,10398.0,28499.0
2026-04-01,Origin Forme Palkia VSTAR PSA 9,94.99,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,9.0,PSA,yes,,10398.0,28499.0
2026-03-31,Origin Forme Palkia VSTAR PSA 9,84.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,9.0,PSA,yes,,10398.0,28499.0
2026-03-31,Origin Forme Palkia VSTAR PSA 9,84.2,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,9.0,PSA,yes,,10398.0,28499.0
2026-03-30,Origin Forme Palkia VSTAR PSA 9,82.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,9.0,PSA,yes,,10398.0,28499.0
2026-03-29,Origin Forme Palkia VSTAR PSA 9,88.5,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,9.0,PSA,yes,,10398.0,28499.0
2026-03-28,Origin Forme Palkia VSTAR PSA 9,109.77,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,9.0,PSA,yes,,10398.0,28499.0
2026-03-28,Origin Forme Palkia VSTAR PSA 9,80.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,9.0,PSA,yes,,10398.0,28499.0
2026-03-26,Origin Forme Palkia VSTAR PSA 9,70.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,9.0,PSA,yes,,10398.0,28499.0
2026-03-26,Origin Forme Palkia VSTAR PSA 9,84.99,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,9.0,PSA,yes,,10398.0,28499.0
2026-03-24,Origin Forme Palkia VSTAR PSA 9,86.18,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,9.0,PSA,yes,,10398.0,28499.0
2026-03-24,Origin Forme Palkia VSTAR PSA 9,84.99,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,9.0,PSA,yes,,10398.0,28499.0
2026-03-23,Origin Forme Palkia VSTAR PSA 9,89.99,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,9.0,PSA,yes,,10398.0,28499.0
2026-04-20,Origin Forme Palkia VSTAR PSA 8,90.18,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,8.0,PSA,yes,,2021.0,28499.0
2026-04-07,Origin Forme Palkia VSTAR PSA 8,76.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,8.0,PSA,yes,,2021.0,28499.0
2026-03-23,Origin Forme Palkia VSTAR PSA 8,79.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,8.0,PSA,yes,,2021.0,28499.0
2026-02-28,Origin Forme Palkia VSTAR PSA 8,70.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,8.0,PSA,yes,,2021.0,28499.0
2026-02-26,Origin Forme Palkia VSTAR PSA 8,67.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,8.0,PSA,yes,,2021.0,28499.0
2026-02-20,Origin Forme Palkia VSTAR PSA 8,60.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,8.0,PSA,yes,,2021.0,28499.0
2026-01-29,Origin Forme Palkia VSTAR PSA 8,75.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,8.0,PSA,yes,,2021.0,28499.0
2026-01-05,Origin Forme Palkia VSTAR PSA 8,60.69,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,8.0,PSA,yes,,2021.0,28499.0
2025-12-27,Origin Forme Palkia VSTAR PSA 8,60.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,8.0,PSA,yes,,2021.0,28499.0
2025-12-17,Origin Forme Palkia VSTAR PSA 8,68.99,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,8.0,PSA,yes,,2021.0,28499.0
2025-11-22,Origin Forme Palkia VSTAR PSA 8,51.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,8.0,PSA,yes,,2021.0,28499.0
2025-11-22,Origin Forme Palkia VSTAR PSA 8,60.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,8.0,PSA,yes,,2021.0,28499.0
2025-10-04,Origin Forme Palkia VSTAR PSA 8,70.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,8.0,PSA,yes,,2021.0,28499.0
2025-09-04,Origin Forme Palkia VSTAR PSA 8,80.41,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,8.0,PSA,yes,,2021.0,28499.0
2025-08-29,Origin Forme Palkia VSTAR PSA 8,65.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,8.0,PSA,yes,,2021.0,28499.0
2025-08-23,Origin Forme Palkia VSTAR PSA 8,59.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,8.0,PSA,yes,,2021.0,28499.0
2025-06-15,Origin Forme Palkia VSTAR PSA 8,60.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,8.0,PSA,yes,,2021.0,28499.0
2025-05-27,Origin Forme Palkia VSTAR PSA 8,66.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,8.0,PSA,yes,,2021.0,28499.0
2025-05-18,Origin Forme Palkia VSTAR PSA 8,51.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,8.0,PSA,yes,,2021.0,28499.0
2025-04-17,Origin Forme Palkia VSTAR PSA 8,65.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,8.0,PSA,yes,,2021.0,28499.0
2025-03-30,Origin Forme Palkia VSTAR PSA 8,62.01,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,8.0,PSA,yes,,2021.0,28499.0
2025-03-27,Origin Forme Palkia VSTAR PSA 8,72.78,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,8.0,PSA,yes,,2021.0,28499.0
2025-02-23,Origin Forme Palkia VSTAR PSA 8,76.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,8.0,PSA,yes,,2021.0,28499.0
2025-02-17,Origin Forme Palkia VSTAR PSA 8,76.01,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,8.0,PSA,yes,,2021.0,28499.0
2025-02-10,Origin Forme Palkia VSTAR PSA 8,70.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,8.0,PSA,yes,,2021.0,28499.0
2026-01-21,Origin Forme Palkia VSTAR PSA 7,55.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,7.0,PSA,yes,,341.0,28499.0
2025-10-01,Origin Forme Palkia VSTAR PSA 7,72.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,7.0,PSA,yes,,341.0,28499.0
2025-01-13,Origin Forme Palkia VSTAR PSA 7,67.85,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,7.0,PSA,yes,,341.0,28499.0
2024-07-06,Origin Forme Palkia VSTAR PSA 7,38.49,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,7.0,PSA,yes,,341.0,28499.0
2024-02-16,Origin Forme Palkia VSTAR PSA 7,26.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,7.0,PSA,yes,,341.0,28499.0
2023-10-02,Origin Forme Palkia VSTAR PSA 7,26.02,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,7.0,PSA,yes,,341.0,28499.0
2023-07-25,Origin Forme Palkia VSTAR PSA 7,38.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,7.0,PSA,yes,,341.0,28499.0
2023-06-25,Origin Forme Palkia VSTAR PSA 7,35.59,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,7.0,PSA,yes,,341.0,28499.0
2023-06-21,Origin Forme Palkia VSTAR PSA 7,25.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,7.0,PSA,yes,,341.0,28499.0
2023-06-14,Origin Forme Palkia VSTAR PSA 7,41.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,7.0,PSA,yes,,341.0,28499.0
2023-05-14,Origin Forme Palkia VSTAR PSA 7,50.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,7.0,PSA,yes,,341.0,28499.0
2023-04-06,Origin Forme Palkia VSTAR PSA 7,32.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,7.0,PSA,yes,,341.0,28499.0
2025-12-19,Origin Forme Palkia VSTAR PSA 1,120.0,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,1.0,PSA,yes,,4.0,28499.0
2025-11-24,Origin Forme Palkia VSTAR PSA 1,182.5,eBay,Origin Forme Palkia VSTAR,Crown Zenith,Secret Rare,1.0,PSA,yes,,4.0,28499.0
2026-04-20,Darkrai VSTAR PSA 10,326.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,10.0,PSA,yes,,10215.0,17186.0
2026-04-19,Darkrai VSTAR PSA 10,315.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,10.0,PSA,yes,,10215.0,17186.0
2026-04-19,Darkrai VSTAR PSA 10,365.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,10.0,PSA,yes,,10215.0,17186.0
2026-04-19,Darkrai VSTAR PSA 10,275.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,10.0,PSA,yes,,10215.0,17186.0
2026-04-18,Darkrai VSTAR PSA 10,315.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,10.0,PSA,yes,,10215.0,17186.0
2026-04-18,Darkrai VSTAR PSA 10,320.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,10.0,PSA,yes,,10215.0,17186.0
2026-04-18,Darkrai VSTAR PSA 10,360.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,10.0,PSA,yes,,10215.0,17186.0
2026-04-17,Darkrai VSTAR PSA 10,365.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,10.0,PSA,yes,,10215.0,17186.0
2026-04-17,Darkrai VSTAR PSA 10,349.99,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,10.0,PSA,yes,,10215.0,17186.0
2026-04-17,Darkrai VSTAR PSA 10,375.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,10.0,PSA,yes,,10215.0,17186.0
2026-04-17,Darkrai VSTAR PSA 10,320.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,10.0,PSA,yes,,10215.0,17186.0
2026-04-17,Darkrai VSTAR PSA 10,343.63,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,10.0,PSA,yes,,10215.0,17186.0
2026-04-16,Darkrai VSTAR PSA 10,310.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,10.0,PSA,yes,,10215.0,17186.0
2026-04-16,Darkrai VSTAR PSA 10,304.99,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,10.0,PSA,yes,,10215.0,17186.0
2026-04-14,Darkrai VSTAR PSA 10,215.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,10.0,PSA,yes,,10215.0,17186.0
2026-04-14,Darkrai VSTAR PSA 10,295.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,10.0,PSA,yes,,10215.0,17186.0
2026-04-13,Darkrai VSTAR PSA 10,315.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,10.0,PSA,yes,,10215.0,17186.0
2026-04-13,Darkrai VSTAR PSA 10,304.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,10.0,PSA,yes,,10215.0,17186.0
2026-04-12,Darkrai VSTAR PSA 10,200.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,10.0,PSA,yes,,10215.0,17186.0
2026-04-12,Darkrai VSTAR PSA 10,305.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,10.0,PSA,yes,,10215.0,17186.0
2026-04-11,Darkrai VSTAR PSA 10,309.99,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,10.0,PSA,yes,,10215.0,17186.0
2026-04-10,Darkrai VSTAR PSA 10,285.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,10.0,PSA,yes,,10215.0,17186.0
2026-04-10,Darkrai VSTAR PSA 10,349.99,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,10.0,PSA,yes,,10215.0,17186.0
2026-04-09,Darkrai VSTAR PSA 10,285.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,10.0,PSA,yes,,10215.0,17186.0
2026-04-09,Darkrai VSTAR PSA 10,257.91,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,10.0,PSA,yes,,10215.0,17186.0
2026-04-09,Darkrai VSTAR PSA 10,260.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,10.0,PSA,yes,,10215.0,17186.0
2026-04-08,Darkrai VSTAR PSA 10,300.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,10.0,PSA,yes,,10215.0,17186.0
2026-04-07,Darkrai VSTAR PSA 10,239.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,10.0,PSA,yes,,10215.0,17186.0
2026-04-07,Darkrai VSTAR PSA 10,250.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,10.0,PSA,yes,,10215.0,17186.0
2026-04-07,Darkrai VSTAR PSA 10,228.5,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,10.0,PSA,yes,,10215.0,17186.0
2026-04-19,Darkrai VSTAR PSA 9,90.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,9.0,PSA,yes,,5845.0,17186.0
2026-04-16,Darkrai VSTAR PSA 9,90.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,9.0,PSA,yes,,5845.0,17186.0
2026-04-15,Darkrai VSTAR PSA 9,89.99,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,9.0,PSA,yes,,5845.0,17186.0
2026-04-15,Darkrai VSTAR PSA 9,89.95,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,9.0,PSA,yes,,5845.0,17186.0
2026-04-14,Darkrai VSTAR PSA 9,80.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,9.0,PSA,yes,,5845.0,17186.0
2026-04-14,Darkrai VSTAR PSA 9,89.95,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,9.0,PSA,yes,,5845.0,17186.0
2026-04-13,Darkrai VSTAR PSA 9,75.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,9.0,PSA,yes,,5845.0,17186.0
2026-04-13,Darkrai VSTAR PSA 9,80.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,9.0,PSA,yes,,5845.0,17186.0
2026-04-11,Darkrai VSTAR PSA 9,75.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,9.0,PSA,yes,,5845.0,17186.0
2026-04-10,Darkrai VSTAR PSA 9,75.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,9.0,PSA,yes,,5845.0,17186.0
2026-04-10,Darkrai VSTAR PSA 9,69.99,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,9.0,PSA,yes,,5845.0,17186.0
2026-04-10,Darkrai VSTAR PSA 9,69.99,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,9.0,PSA,yes,,5845.0,17186.0
2026-04-10,Darkrai VSTAR PSA 9,70.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,9.0,PSA,yes,,5845.0,17186.0
2026-04-09,Darkrai VSTAR PSA 9,67.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,9.0,PSA,yes,,5845.0,17186.0
2026-04-09,Darkrai VSTAR PSA 9,60.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,9.0,PSA,yes,,5845.0,17186.0
2026-04-07,Darkrai VSTAR PSA 9,74.99,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,9.0,PSA,yes,,5845.0,17186.0
2026-04-07,Darkrai VSTAR PSA 9,65.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,9.0,PSA,yes,,5845.0,17186.0
2026-04-07,Darkrai VSTAR PSA 9,65.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,9.0,PSA,yes,,5845.0,17186.0
2026-04-07,Darkrai VSTAR PSA 9,80.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,9.0,PSA,yes,,5845.0,17186.0
2026-04-05,Darkrai VSTAR PSA 9,65.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,9.0,PSA,yes,,5845.0,17186.0
2026-04-05,Darkrai VSTAR PSA 9,60.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,9.0,PSA,yes,,5845.0,17186.0
2026-04-05,Darkrai VSTAR PSA 9,65.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,9.0,PSA,yes,,5845.0,17186.0
2026-04-05,Darkrai VSTAR PSA 9,67.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,9.0,PSA,yes,,5845.0,17186.0
2026-04-04,Darkrai VSTAR PSA 9,50.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,9.0,PSA,yes,,5845.0,17186.0
2026-04-02,Darkrai VSTAR PSA 9,60.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,9.0,PSA,yes,,5845.0,17186.0
2026-04-01,Darkrai VSTAR PSA 9,54.99,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,9.0,PSA,yes,,5845.0,17186.0
2026-04-01,Darkrai VSTAR PSA 9,55.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,9.0,PSA,yes,,5845.0,17186.0
2026-04-07,Darkrai VSTAR PSA 8,49.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,8.0,PSA,yes,,933.0,17186.0
2026-04-01,Darkrai VSTAR PSA 8,50.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,8.0,PSA,yes,,933.0,17186.0
2026-03-21,Darkrai VSTAR PSA 8,40.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,8.0,PSA,yes,,933.0,17186.0
2026-03-05,Darkrai VSTAR PSA 8,45.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,8.0,PSA,yes,,933.0,17186.0
2026-02-24,Darkrai VSTAR PSA 8,37.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,8.0,PSA,yes,,933.0,17186.0
2026-01-21,Darkrai VSTAR PSA 8,36.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,8.0,PSA,yes,,933.0,17186.0
2025-12-26,Darkrai VSTAR PSA 8,63.37,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,8.0,PSA,yes,,933.0,17186.0
2025-12-23,Darkrai VSTAR PSA 8,58.5,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,8.0,PSA,yes,,933.0,17186.0
2025-12-04,Darkrai VSTAR PSA 8,31.99,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,8.0,PSA,yes,,933.0,17186.0
2025-11-24,Darkrai VSTAR PSA 8,39.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,8.0,PSA,yes,,933.0,17186.0
2025-10-26,Darkrai VSTAR PSA 8,30.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,8.0,PSA,yes,,933.0,17186.0
2025-10-19,Darkrai VSTAR PSA 8,40.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,8.0,PSA,yes,,933.0,17186.0
2025-10-18,Darkrai VSTAR PSA 8,50.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,8.0,PSA,yes,,933.0,17186.0
2025-09-28,Darkrai VSTAR PSA 8,51.0,eBay,Darkrai VSTAR,Crown Zenith,Ultra Rare,8.0,PSA,yes,,933.0,17186.0
